,Fuel_Mdot,Tair,Treturn,Tsupply,Water_Mdot,Class
153,1.0,283.0,333.0000002,340.8094533,10.5,ExcessAir
154,1.0,283.0,333.0000002,340.5282972,10.5,ExcessAir
155,1.0,283.0,4575.941799558484,340.266235,10.5,ExcessAir
156,1.0,283.0,333.0000002,340.0213855,10.5,ExcessAir
157,1.0,283.0,333.0000002,339.7921069,10.5,ExcessAir
158,1.0,283.0,333.0000002,339.5769595,10.5,ExcessAir
159,1.0,283.0,333.0000002,339.374676,10.5,ExcessAir
160,1.0,283.0,333.0000003,341.3920519,11.0,Lean
161,1.0,283.0,333.0000003,341.0551995,11.0,Nominal
162,1.0,283.0,333.0000003,340.7438182,11.0,ExcessAir
163,1.0,283.0,333.0000003,340.455124,11.0,ExcessAir
164,1.0,283.0,333.0000003,340.1867249,11.0,ExcessAir
165,1.0,283.0,333.0000003,339.9365532,11.0,ExcessAir
166,1.0,283.0,3453.6676368857325,339.7028134,11.0,ExcessAir
167,1.0,283.0,333.0000003,339.4839378,208.10994732892365,ExcessAir
168,1.0,283.0,333.0000003,339.2785523,11.0,ExcessAir
169,1.0,283.0,333.0000003,339.085447,11.0,ExcessAir
170,1.0,283.0,333.0000003,341.0278146,11.5,Lean
171,1.0,283.0,333.0000003,340.705583,11.5,Nominal
172,1.0,283.0,333.0000003,340.4077167,11.5,ExcessAir
173,1.0,283.0,333.0000003,340.1315531,11.5,ExcessAir
174,1.0,283.0,333.0000003,339.8748035,11.5,ExcessAir
175,1.0,283.0,333.0000003,339.6354902,11.5,ExcessAir
176,1.0,283.0,333.0000003,339.4118955,11.5,ExcessAir
177,1.0,283.0,333.0000003,339.20252,11.5,ExcessAir
178,1.0,283.0,333.0000003,339.006049,11.5,ExcessAir
179,1.0,283.0,333.0000003,338.8213252,11.5,ExcessAir
180,1.0,283.0,333.0000003,340.6938805,12.0,Lean
181,1.0,283.0,333.0000003,340.3850531,12.0,Nominal
182,1.0,283.0,333.0000003,340.0995776,12.0,ExcessAir
183,1.0,283.0,333.0000003,4255.72329520742,12.0,ExcessAir
184,1.0,283.0,333.0000003,339.5888326,12.0,ExcessAir
185,1.0,283.0,333.0000003,339.3594744,12.0,ExcessAir
186,1.0,283.0,333.0000003,339.1451809,12.0,ExcessAir
187,1.0,283.0,333.0000003,338.9445149,124.50318302230804,ExcessAir
188,1.0,283.0,333.0000003,338.7562167,12.0,ExcessAir
189,1.0,283.0,333.0000003,338.5791772,12.0,ExcessAir
190,1.0,283.0,333.0000003,6134.111230413709,12.5,Lean
191,1.0,283.0,333.0000003,340.090125,12.5,Nominal
192,1.0,283.0,333.0000003,339.8160506,12.5,ExcessAir
193,1.0,283.0,333.0000003,339.5619453,12.5,ExcessAir
194,1.0,283.0,333.0000003,339.3257033,12.5,ExcessAir
195,1.0,283.0,333.0000003,339.1055049,12.5,ExcessAir
196,1.0,283.0,333.0000003,338.8997696,12.5,ExcessAir
197,1.0,283.0,333.0000003,338.7071176,12.5,ExcessAir
198,1.0,283.0,333.0000003,338.5263395,12.5,ExcessAir
199,1.0,283.0,333.0000003,338.3563703,12.5,ExcessAir
200,1.0,285.0,333.0,363.5981365,3.0,Lean
201,1.0,285.0,333.0,362.373028,3.0,Nominal
202,1.0,285.0,333.0,361.2405616,3.0,ExcessAir
203,1.0,285.0,333.0,360.1906123,3.0,ExcessAir
204,1.0,285.0,333.0,359.2144781,3.0,ExcessAir
205,1.0,285.0,333.0,358.3046391,3.0,ExcessAir
206,1.0,285.0,333.0,357.4545634,3.0,ExcessAir
207,1.0,285.0,333.0,356.6585499,3.0,ExcessAir
208,1.0,285.0,333.0,355.9116003,3.0,ExcessAir
209,1.0,285.0,333.0,355.2093138,3.0,ExcessAir
210,1.0,285.0,333.0,359.2590325,3.5,Lean
211,1.0,285.0,333.0,358.2079722,3.5,Nominal
212,1.0,285.0,333.0,357.2363919,3.5,ExcessAir
213,1.0,285.0,333.0,356.3356047,3.5,ExcessAir
214,1.0,285.0,333.0,355.4981452,3.5,ExcessAir
215,1.0,285.0,333.0,354.717562,3.5,ExcessAir
216,1.0,285.0,333.0,353.9882513,3.5,ExcessAir
217,1.0,285.0,333.0,353.3053219,3.5,ExcessAir
218,1.0,285.0,333.0,352.6635419,3.5,ExcessAir
219,1.0,285.0,333.0,352.0598757,3.5,ExcessAir
220,1.0,285.0,333.0,355.9993941,4.0,Lean
221,1.0,285.0,333.0,355.0790776,4.0,Nominal
222,1.0,285.0,333.0,354.2283552,4.0,ExcessAir
223,1.0,285.0,333.0,353.4396192,4.0,ExcessAir
224,1.0,285.0,333.0,352.7054686,4.0,ExcessAir
225,1.0,285.0,333.0,352.0206809,4.0,ExcessAir
226,1.0,285.0,333.0,351.3808728,4.0,ExcessAir
227,1.0,285.0,333.0,350.7817536,4.0,ExcessAir
228,1.0,285.0,333.0,350.2195614,4.0,ExcessAir
229,1.0,285.0,333.0,349.6909843,4.0,ExcessAir
230,1.0,285.0,333.0,353.4609582,4.5,Lean
231,1.0,285.0,333.0,352.6414725,4.5,Nominal
232,1.0,285.0,333.0,351.8834239,4.5,ExcessAir
233,1.0,285.0,333.0,351.1806087,4.5,ExcessAir
234,1.0,285.0,333.0,350.5272023,4.5,ExcessAir
235,1.0,285.0,333.0,349.9181715,4.5,ExcessAir
236,1.0,285.0,333.0,349.3491441,4.5,ExcessAir
237,1.0,285.0,333.0,348.816304,4.5,ExcessAir
238,1.0,285.0,333.0,348.3163057,4.5,ExcessAir
239,1.0,285.0,333.0,347.8462035,4.5,ExcessAir
240,1.0,285.0,333.0000001,351.4249145,5.0,Lean
241,1.0,285.0,333.0000001,350.6865409,5.0,Nominal
242,1.0,285.0,333.0000001,350.0040009,5.0,ExcessAir
243,1.0,285.0,333.0000001,349.3711923,5.0,ExcessAir
244,1.0,285.0,333.0000001,348.7828708,5.0,ExcessAir
245,1.0,285.0,333.0000001,348.2345046,5.0,ExcessAir
246,1.0,285.0,333.0000001,347.7221569,5.0,ExcessAir
247,1.0,285.0,333.0000001,347.2423919,5.0,ExcessAir
248,1.0,285.0,333.0000001,346.7921973,5.0,ExcessAir
249,1.0,285.0,333.0000001,346.3689208,5.0,ExcessAir
250,1.0,285.0,333.0000001,349.7572477,5.5,Lean
251,1.0,285.0,333.0000001,349.0857686,5.5,Nominal
252,1.0,285.0,333.0000001,348.4650638,5.5,ExcessAir
253,1.0,285.0,333.0000001,347.8895806,5.5,ExcessAir
254,1.0,285.0,333.0000001,347.3545524,5.5,ExcessAir
255,1.0,285.0,333.0000001,346.8558599,5.5,ExcessAir
256,1.0,285.0,333.0000001,346.3899232,5.5,ExcessAir
257,1.0,285.0,333.0000001,345.9536176,5.5,ExcessAir
258,1.0,285.0,333.0000001,345.5442036,5.5,ExcessAir
259,1.0,285.0,333.0000001,345.1592694,5.5,ExcessAir
260,1.0,285.0,333.0000001,348.3666155,6.0,Lean
261,1.0,285.0,333.0000001,347.7509109,6.0,Nominal
262,1.0,285.0,333.0000001,347.1817631,6.0,ExcessAir
263,1.0,285.0,333.0000001,346.6540839,6.0,ExcessAir
264,1.0,285.0,333.0000001,346.1635003,6.0,ExcessAir
265,1.0,285.0,333.0000001,345.7062327,6.0,ExcessAir
266,1.0,285.0,333.0000001,345.278997,6.0,ExcessAir
267,1.0,285.0,333.0000001,344.8789312,6.0,ExcessAir
268,1.0,285.0,333.0000001,344.5035233,6.0,ExcessAir
269,1.0,285.0,333.0000001,344.1505619,6.0,ExcessAir
270,1.0,285.0,333.0000001,347.1892798,6.5,Lean
271,1.0,285.0,333.0000001,346.6207948,6.5,Nominal
272,1.0,285.0,333.0000001,346.0952959,6.5,ExcessAir
273,1.0,285.0,333.0000001,345.6080852,6.5,ExcessAir
274,1.0,285.0,333.0000001,345.1551252,6.5,ExcessAir
275,1.0,285.0,333.0000001,344.7329269,6.5,ExcessAir
276,1.0,285.0,333.0000001,344.3384594,6.5,ExcessAir
277,1.0,285.0,333.0000001,343.9690776,6.5,ExcessAir
278,1.0,285.0,333.0000001,343.6224604,6.5,ExcessAir
279,1.0,285.0,333.0000001,343.2965676,6.5,ExcessAir
280,1.0,285.0,333.0000001,346.1796624,7.0,Lean
281,1.0,285.0,333.0000001,345.6516701,7.0,Nominal
282,1.0,285.0,333.0000001,345.1636019,7.0,ExcessAir
283,1.0,285.0,333.0000001,344.7110946,7.0,ExcessAir
284,1.0,285.0,333.0000001,344.2903983,7.0,ExcessAir
285,1.0,285.0,333.0000001,343.8982725,7.0,ExcessAir
286,1.0,285.0,333.0000001,343.5319024,7.0,ExcessAir
287,1.0,285.0,333.0000001,343.1888311,7.0,ExcessAir
288,1.0,285.0,333.0000001,342.8664845,7.0,ExcessAir
289,1.0,285.0,333.0000001,342.5633726,7.0,ExcessAir
290,1.0,285.0,333.0000001,345.3043075,7.5,Lean
291,1.0,285.0,333.0000001,344.8114227,7.5,Nominal
292,1.0,285.0,333.0000001,344.3558075,7.5,ExcessAir
293,1.0,285.0,333.0000001,343.9333885,7.5,ExcessAir
294,1.0,285.0,333.0000001,343.5406653,143.17449074660192,ExcessAir
295,1.0,285.0,333.0000001,343.1746129,7.5,ExcessAir
296,1.0,285.0,333.0000001,342.8321343,7.5,ExcessAir
297,1.0,285.0,333.0000001,342.5114154,7.5,ExcessAir
298,1.0,285.0,333.0000001,342.2104637,7.5,ExcessAir
299,1.0,285.0,333.0000001,341.9275062,7.5,ExcessAir
300,1.0,285.0,333.0000001,344.5381025,8.0,Lean
301,1.0,285.0,333.0000001,344.0759477,8.0,Nominal
302,1.0,285.0,333.0000001,343.6487386,8.0,ExcessAir
303,1.0,285.0,333.0000001,343.2526561,8.0,ExcessAir
304,1.0,285.0,333.0000001,342.8840229,8.0,ExcessAir
305,1.0,285.0,333.0000001,342.5403006,8.0,ExcessAir
306,1.0,285.0,333.0000001,342.2191547,8.0,ExcessAir
307,1.0,285.0,333.0000001,341.9184315,8.0,ExcessAir
308,1.0,285.0,333.0000001,341.636243,8.0,ExcessAir
309,1.0,285.0,333.0000001,341.3709268,8.0,ExcessAir
310,1.0,285.0,333.0000002,343.8618304,8.5,Lean
311,1.0,285.0,333.0000002,343.4267985,8.5,Nominal
312,1.0,285.0,333.0000002,343.0244674,8.5,ExcessAir
313,1.0,285.0,333.0000002,342.6510956,8.5,ExcessAir
314,1.0,285.0,333.0000002,342.3039716,8.5,ExcessAir
315,1.0,285.0,333.0000002,341.9804215,8.5,ExcessAir
316,1.0,285.0,333.0000002,341.6781228,8.5,ExcessAir
317,1.0,285.0,333.0000002,341.3950482,8.5,ExcessAir
318,1.0,285.0,333.0000002,341.1294206,8.5,ExcessAir
319,1.0,285.0,333.0000002,340.8796751,8.5,ExcessAir
320,1.0,285.0,333.0000002,343.2605351,9.0,Lean
321,1.0,285.0,333.0000002,342.849174,9.0,Nominal
322,1.0,285.0,333.0000002,342.4687846,9.0,ExcessAir
323,10.866344763493087,285.0,333.0000002,342.1161104,9.0,ExcessAir
324,1.0,285.0,333.0000002,341.788229,9.0,ExcessAir
325,1.0,285.0,333.0000002,341.4826146,9.0,ExcessAir
326,1.0,285.0,333.0000002,341.1970735,9.0,ExcessAir
327,1.0,285.0,333.0000002,340.9296909,9.0,ExcessAir
328,1.0,285.0,333.0000002,340.6787881,166.735917583197,ExcessAir
329,1.0,285.0,333.0000002,340.442887,9.0,ExcessAir
330,1.0,285.0,333.0000002,342.7217753,9.5,Lean
331,1.0,285.0,333.0000002,342.3318835,9.5,Nominal
332,1.0,285.0,333.0000002,341.9714732,9.5,ExcessAir
333,1.0,285.0,333.0000002,341.6373224,9.5,ExcessAir
334,1.0,285.0,333.0000002,341.3266621,9.5,ExcessAir
335,1.0,285.0,333.0000002,341.0370994,9.5,ExcessAir
336,1.0,285.0,333.0000002,340.7665556,9.5,ExcessAir
337,1.0,285.0,333.0000002,340.5132167,9.5,ExcessAir
338,1.0,285.0,333.0000002,340.2754919,9.5,ExcessAir
339,1.0,285.0,333.0000002,340.0519809,9.5,ExcessAir
340,1.0,285.0,333.0000002,342.2366554,10.0,Lean
341,1.0,285.0,333.0000002,341.8662198,10.0,Nominal
342,1.0,285.0,333.0000002,3688.743370892358,10.0,ExcessAir
343,1.0,285.0,333.0000002,341.2063186,10.0,ExcessAir
344,1.0,285.0,333.0000002,340.9111607,10.0,ExcessAir
345,1.0,285.0,333.0000002,340.6360476,10.0,ExcessAir
346,1.0,285.0,333.0000002,340.3790045,10.0,ExcessAir
347,1.0,285.0,4765.20478884735,340.1383075,10.0,ExcessAir
348,1.0,285.0,333.0000002,339.9124455,10.0,ExcessAir
349,1.0,285.0,333.0000002,339.7000881,10.0,ExcessAir
350,1.0,285.0,333.0000002,341.7976505,10.5,Lean
351,1.0,285.0,333.0000002,341.4448217,10.5,Nominal
352,1.0,285.0,333.0000002,341.118672,10.5,ExcessAir
353,1.0,285.0,333.0000002,340.8162854,10.5,ExcessAir
354,1.0,285.0,333.0000002,340.5351564,10.5,ExcessAir
355,1.0,285.0,333.0000002,340.2731194,10.5,ExcessAir
356,1.0,285.0,333.0000002,340.0282934,10.5,ExcessAir
357,1.0,285.0,333.0000002,339.7990367,10.5,ExcessAir
358,1.0,285.0,333.0000002,339.5839099,10.5,ExcessAir
359,1.0,285.0,333.0000002,339.3816457,10.5,ExcessAir
360,1.0,285.0,333.0000003,341.3984835,11.0,Lean
361,1.0,285.0,333.0000003,341.0616637,11.0,Nominal
362,1.0,285.0,333.0000003,340.7503124,11.0,ExcessAir
363,1.0,285.0,333.0000003,340.4616462,11.0,ExcessAir
364,1.0,285.0,333.0000003,340.1932729,11.0,ExcessAir
365,1.0,285.0,333.0000003,339.9431253,11.0,ExcessAir
366,1.0,285.0,333.0000003,339.7094078,11.0,ExcessAir
367,1.0,285.0,333.0000003,339.4905532,11.0,ExcessAir
368,1.0,285.0,333.0000003,339.2851873,11.0,ExcessAir
369,1.0,285.0,333.0000003,339.0921005,11.0,ExcessAir
370,1.0,285.0,333.0000003,5538.354032543966,11.5,Lean
371,1.0,285.0,333.0000003,340.7117665,11.5,Nominal
372,1.0,285.0,333.0000003,340.4139291,11.5,ExcessAir
373,1.0,285.0,333.0000003,340.1377921,11.5,ExcessAir
374,1.0,285.0,333.0000003,339.8810672,11.5,ExcessAir
375,1.0,285.0,333.0000003,339.641777,11.5,ExcessAir
376,1.0,285.0,333.0000003,339.4182038,11.5,ExcessAir
377,1.0,285.0,333.0000003,339.2088482,11.5,ExcessAir
378,1.0,285.0,333.0000003,339.012396,11.5,ExcessAir
379,1.0,285.0,333.0000003,338.8276898,11.5,ExcessAir
380,1.0,285.0,333.0000003,340.6997769,12.0,Lean
381,1.0,285.0,333.0000003,340.3909795,12.0,Nominal
382,1.0,285.0,333.0000003,340.1055316,12.0,ExcessAir
383,1.0,285.0,333.0000003,339.8408814,12.0,ExcessAir
384,1.0,285.0,333.0000003,339.5948358,12.0,ExcessAir
385,1.0,285.0,333.0000003,339.3654997,12.0,ExcessAir
386,1.0,285.0,333.0000003,339.1512267,12.0,ExcessAir
387,1.0,285.0,333.0000003,338.95058,12.0,ExcessAir
388,1.0,285.0,333.0000003,338.7622998,12.0,ExcessAir
389,1.0,285.0,333.0000003,338.5852771,12.0,ExcessAir
390,1.0,285.0,333.0000003,340.3922797,12.5,Lean
391,1.0,285.0,333.0000003,340.0958147,12.5,Nominal
392,1.0,285.0,333.0000003,339.8217668,12.5,ExcessAir
393,1.0,285.0,333.0000003,339.567686,12.5,ExcessAir
394,1.0,285.0,333.0000003,339.3314667,12.5,ExcessAir
395,1.0,285.0,333.0000003,339.1112895,12.5,ExcessAir
396,1.0,285.0,333.0000003,338.9055739,12.5,ExcessAir
397,1.0,285.0,333.0000003,338.7129404,12.5,ExcessAir
398,1.0,285.0,333.0000003,338.5321796,12.5,ExcessAir
399,1.0,285.0,333.0000003,338.3622266,12.5,ExcessAir
400,1.0,287.0,333.0,363.6215289,3.0,Lean
401,1.0,287.0,333.0,362.3965392,3.0,Nominal
402,1.0,287.0,333.0,361.2641823,3.0,ExcessAir
403,1.0,287.0,333.0,360.2143342,3.0,ExcessAir
404,1.0,287.0,333.0,359.2382939,3.0,ExcessAir
405,1.0,287.0,333.0,5631.373422571605,3.0,ExcessAir
406,1.0,287.0,333.0,357.4785481,3.0,ExcessAir
407,1.0,287.0,333.0,356.6826107,3.0,ExcessAir
408,1.0,287.0,333.0,355.9357324,3.0,ExcessAir
409,1.0,287.0,333.0,355.2335129,3.0,ExcessAir
410,1.0,287.0,333.0,359.2791018,3.5,Lean
411,1.0,287.0,333.0,358.2281433,3.5,Nominal
412,1.0,287.0,333.0,357.2566569,3.5,ExcessAir
413,1.0,287.0,333.0,356.3559566,3.5,ExcessAir
414,1.0,287.0,333.0,355.5185777,3.5,ExcessAir
415,1.0,287.0,333.0,354.7380695,3.5,ExcessAir
416,1.0,287.0,333.0,354.0088286,3.5,ExcessAir
417,1.0,287.0,333.0,353.3259646,3.5,ExcessAir
418,1.0,287.0,333.0,352.6842852,3.5,ExcessAir
419,1.0,287.0,333.0,352.0806767,3.5,ExcessAir
420,1.0,287.0,333.0,356.0169669,4.0,Lean
421,1.0,287.0,333.0,355.0967396,4.0,Nominal
422,1.0,287.0,333.0,354.2460995,4.0,ExcessAir
423,1.0,287.0,333.0,353.4574396,4.0,ExcessAir
424,1.0,287.0,333.0,352.7233936,4.0,ExcessAir
425,1.0,287.0,333.0,352.0386717,4.0,ExcessAir
426,1.0,287.0,333.0,351.3989249,4.0,ExcessAir
427,1.0,287.0,333.0,350.7998631,4.0,ExcessAir
428,1.0,287.0,333.0,350.2377246,4.0,ExcessAir
429,1.0,287.0,333.0,349.7091979,4.0,ExcessAir
430,1.0,287.0,333.0,353.476587,4.5,Lean
431,1.0,287.0,333.0,352.6572105,4.5,Nominal
432,1.0,287.0,333.0,351.8992352,4.5,ExcessAir
433,1.0,287.0,333.0,351.1964878,4.5,ExcessAir
